Date,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2024-11-25,0.0,88.25163269042969,0.0,88.25163269042969,88.24200983181824,88.24200983181824,0.0,5107700
2024-11-26,0.0,88.25163269042969,0.0,88.26124820895066,88.25163269042969,88.25163269042969,0.0,6692000
2024-11-27,0.0,88.28048706054688,0.0,88.28048706054688,88.27086420268381,88.27086420268381,0.0,6120700
2024-11-29,0.0,88.29972839355469,0.0,88.3189741099254,88.29972839355469,88.29972839355469,0.0,9410500
2024-12-02,0.0,88.32386016845703,0.335,88.32386016845703,88.31420205902207,88.32386016845703,0.0,12973900
2024-12-03,0.0,88.34317016601562,0.0,88.34317016601562,88.33351942343448,88.33351942343448,0.0,5673500
2024-12-04,0.0,88.35283660888672,0.0,88.36249471935787,88.35283660888672,88.36249471935787,0.0,5963400
2024-12-05,0.0,88.36248779296875,0.0,88.37213853570366,88.36248779296875,88.37213853570366,0.0,5880200
2024-12-06,0.0,88.401123046875,0.0,88.401123046875,88.3914649360485,88.401123046875,0.0,5706600
2024-12-09,0.0,88.41077423095703,0.0,88.42043234183163,88.41077423095703,88.41077423095703,0.0,8793100
2024-12-10,0.0,88.43008422851562,0.0,88.43008422851562,88.4204261183208,88.4204261183208,0.0,5400300
2024-12-11,0.0,88.43974304199219,0.0,88.43974304199219,88.43009229789628,88.43009229789628,0.0,5845900
2024-12-12,0.0,88.45905303955078,0.0,88.45905303955078,88.44939492915427,88.44939492915427,0.0,4770200
2024-12-13,0.0,88.48802947998047,0.0,88.48802947998047,88.47837136854966,88.48802947998047,0.0,6271900
2024-12-16,0.0,88.4976806640625,0.0,88.4976806640625,88.48802255338771,88.4976806640625,0.0,6761700
2024-12-17,0.0,88.50733184814453,0.0,88.50733184814453,88.49767373822557,88.50733184814453,0.0,5827400
2024-12-18,0.0,88.50733184814453,0.0,88.51698259108414,88.50733184814453,88.50733184814453,0.0,9268200
2024-12-19,0.0,88.51993560791016,0.383,88.52963424353491,88.51993560791016,88.52963424353491,0.0,13876400
2024-12-20,0.0,88.5587158203125,0.0,88.5587158203125,88.54901718544694,88.54901718544694,0.0,12690000
2024-12-23,0.0,88.5587158203125,0.0,88.56840705728725,88.5587158203125,88.5587158203125,0.0,6572800
2024-12-24,0.0,88.57810974121094,0.0,88.58780837651983,88.57810974121094,88.57810974121094,0.0,4145600
2024-12-26,0.0,88.5975112915039,0.0,88.5975112915039,88.58781265572651,88.5975112915039,0.0,6192000
2024-12-27,0.0,88.63629913330078,0.0,88.63629913330078,88.62660049744717,88.63629913330078,0.0,6143500
2024-12-30,0.0,88.63629913330078,0.0,88.64599037126281,88.63629913330078,88.63629913330078,0.0,8990100
2024-12-31,0.0,88.65569305419922,0.0,88.66539169049557,88.65569305419922,88.66539169049557,0.0,7301500
2025-01-02,0.0,88.67508697509766,0.0,88.67508697509766,88.66539573625101,88.67508697509766,0.0,10756900
2025-01-03,0.0,88.68476867675781,0.0,88.70416594653152,88.68476867675781,88.70416594653152,0.0,7837900
2025-01-06,0.0,88.69448852539062,0.0,88.70418716259718,88.69448852539062,88.69448852539062,0.0,7827100
2025-01-07,0.0,88.71387481689453,0.0,88.72357345370915,88.70418357797222,88.71387481689453,0.0,6956800
2025-01-08,0.0,88.73326110839844,0.0,88.73326110839844,88.72356247278418,88.73326110839844,0.0,6673100
2025-01-10,0.0,88.7623519897461,0.0,88.77205062561957,88.7623519897461,88.77205062561957,0.0,10112200
2025-01-13,0.0,88.77205657958984,0.0,88.78174781822173,88.77205657958984,88.77205657958984,0.0,7854400
2025-01-14,0.0,88.79144287109375,0.0,88.79144287109375,88.78174423496121,88.78174423496121,0.0,6078300
2025-01-15,0.0,88.80113220214844,0.0,88.80113220214844,88.79143356703219,88.80113220214844,0.0,7253800
2025-01-16,0.0,88.80113220214844,0.0,88.81082343937369,88.80113220214844,88.81082343937369,0.0,6997800
2025-01-17,0.0,88.84962463378906,0.0,88.84962463378906,88.83993339503111,88.83993339503111,0.0,7745500
2025-01-21,0.0,88.84962463378906,0.0,88.85932327043919,88.84962463378906,88.84962463378906,0.0,10266200
2025-01-22,0.0,88.86902618408203,0.0,88.86902618408203,88.85932754696513,88.85932754696513,0.0,6019200
2025-01-23,0.0,88.86902618408203,0.0,88.87872482119893,88.86902618408203,88.87872482119893,0.0,6561500
2025-01-24,0.0,88.90780639648438,0.0,88.90780639648438,88.89810776012433,88.90780639648438,0.0,7242200
2025-01-27,0.0,88.91749572753906,0.0,88.91749572753906,88.90780448927889,88.90780448927889,0.0,7909600
2025-01-28,0.0,88.91749572753906,0.0,88.92719436369104,88.91749572753906,88.92719436369104,0.0,6485500
2025-01-29,0.0,88.92719268798828,0.0,88.93689132395751,88.92719268798828,88.93689132395751,0.0,5688800
2025-01-30,0.0,88.9368896484375,0.0,88.946588284224,88.9368896484375,88.946588284224,0.0,7369900
2025-01-31,0.0,88.96597290039062,0.0,88.97567153560398,88.96597290039062,88.96597290039062,0.0,13634400
2025-02-03,0.0,88.99128723144531,0.326,88.99128723144531,88.98156143529162,88.99128723144531,0.0,17508900
2025-02-04,0.0,88.99128723144531,0.0,89.00102045187087,88.99128723144531,89.00102045187087,0.0,9295900
2025-02-05,0.0,89.00101470947266,0.0,89.01074792927021,89.00101470947266,89.00101470947266,0.0,6249600
2025-02-06,0.0,89.02046966552734,0.0,89.02046966552734,89.01073644698536,89.02046966552734,0.0,8308300
2025-02-07,0.0,89.03993225097656,0.0,89.04966546990909,89.03993225097656,89.04966546990909,0.0,6391100
2025-02-10,0.0,89.04967498779297,0.0,89.05940078349428,89.04967498779297,89.05940078349428,0.0,5466500
2025-02-11,0.0,89.05939483642578,0.0,89.06912805574866,89.05939483642578,89.05939483642578,0.0,6959400
2025-02-12,0.0,89.06913757324219,0.0,89.07887079360512,89.06913757324219,89.06913757324219,0.0,6275700
2025-02-13,0.0,89.0886001586914,0.0,89.0886001586914,89.07886693874967,89.0886001586914,0.0,6340500
2025-02-14,0.0,89.11779022216797,0.0,89.12751601760114,89.11779022216797,89.11779022216797,0.0,6058900
2025-02-18,0.0,89.13724517822266,0.0,89.13724517822266,89.12751195896138,89.12751195896138,0.0,8777200
2025-02-19,0.0,89.14698791503906,0.0,89.14698791503906,89.13725469473864,89.14698791503906,0.0,5685800
2025-02-20,0.0,89.16645050048828,0.0,89.16645050048828,89.15672470407034,89.15672470407034,0.0,5454900
2025-02-21,0.0,89.19562530517578,0.0,89.19562530517578,89.18589208719825,89.18589208719825,0.0,7185900
2025-02-24,0.0,89.20536804199219,0.0,89.20536804199219,89.19564224643742,89.20536804199219,0.0,9061400
2025-02-25,0.0,89.20536804199219,0.0,89.21510126181838,89.20536804199219,89.21510126181838,0.0,8348300
2025-02-26,0.0,89.2248306274414,0.0,89.2248306274414,89.21509740803565,89.2248306274414,0.0,8610600
2025-02-27,0.0,89.23455810546875,0.0,89.23455810546875,89.22483231015067,89.23455810546875,0.0,6620600
2025-02-28,0.0,89.25402069091797,0.0,89.26375391008703,89.25402069091797,89.25402069091797,0.0,13721500
2025-03-03,0.0,89.27256774902344,0.289,89.27256774902344,89.26281121191678,89.27256774902344,0.0,17874400
2025-03-04,0.0,89.27256774902344,0.0,89.28233173386835,89.27256774902344,89.28233173386835,0.0,12187400
2025-03-05,0.0,89.2823257446289,0.0,89.29208972881882,89.2823257446289,89.2823257446289,0.0,11850800
2025-03-06,0.0,89.2920913696289,0.0,89.30185535399823,89.2920913696289,89.30185535399823,0.0,10301700
2025-03-07,0.0,89.33113861083984,0.0,89.33113861083984,89.32137462660697,89.32137462660697,0.0,10375700
2025-03-10,0.0,89.34090423583984,0.0,89.34090423583984,89.33114769835224,89.33114769835224,0.0,29759000
2025-03-11,0.0,89.35065460205078,0.0,89.35065460205078,89.34089061831288,89.34089061831288,0.0,19163000
2025-03-12,0.0,89.36042785644531,0.0,89.36042785644531,89.35066387169445,89.36042785644531,0.0,20095800
2025-03-13,0.0,89.37995147705078,0.0,89.37995147705078,89.36043095461045,89.36043095461045,0.0,14549100
2025-03-14,0.0,89.39947509765625,0.0,89.4092316345325,89.39947509765625,89.39947509765625,0.0,15909000
2025-03-17,0.0,89.41899108886719,0.0,89.41899108886719,89.40922710474753,89.41899108886719,0.0,9386400
2025-03-18,0.0,89.41899108886719,0.0,89.42875507298685,89.41899108886719,89.41899108886719,0.0,8773100
2025-03-19,0.0,89.42875671386719,0.0,89.43852069816599,89.42875671386719,89.42875671386719,0.0,8833200
2025-03-20,0.0,89.44828033447266,0.0,89.44828033447266,89.43852379757358,89.43852379757358,0.0,8491000
2025-03-21,0.0,89.47756958007812,0.0,89.47756958007812,89.46780559573648,89.47756958007812,0.0,6544300
2025-03-24,0.0,89.47756958007812,0.0,89.48732611668188,89.47756958007812,89.48732611668188,0.0,8056300
2025-03-25,0.0,89.4873275756836,0.0,89.49709156018443,89.4873275756836,89.4873275756836,0.0,18837100
2025-03-26,0.0,89.4970932006836,0.0,89.5068571853634,89.4970932006836,89.5068571853634,0.0,7171300
2025-03-27,0.0,89.51660919189453,0.0,89.51660919189453,89.50685265544662,89.50685265544662,0.0,8399300
2025-03-28,0.0,89.54591369628906,0.0,89.54591369628906,89.53614971073478,89.53614971073478,0.0,10052200
2025-03-31,0.0,89.54591369628906,0.0,89.55567023410457,89.54591369628906,89.54591369628906,0.0,22045800
2025-04-01,0.0,89.56647491455078,0.321,89.56647491455078,89.55667664176518,89.56647491455078,0.0,19110200
2025-04-02,0.0,89.5762710571289,0.0,89.5762710571289,89.5664727845763,89.5664727845763,0.0,9035500
2025-04-03,0.0,89.5860595703125,0.0,89.5860595703125,89.5762687719018,89.5860595703125,0.0,24029500
2025-04-04,0.0,89.6154556274414,0.0,89.62524642598761,89.60565735500317,89.6154556274414,0.0,33920200
2025-04-07,0.0,89.625244140625,0.0,89.63504241281339,89.61545334232845,89.63504241281339,0.0,37206000
2025-04-08,0.0,89.64484405517578,0.0,89.6546348538404,89.6252475100623,89.6252475100623,0.0,21800900
2025-04-09,0.0,89.64484405517578,0.0,89.64484405517578,89.63504578261903,89.63504578261903,0.0,22907000
2025-04-10,0.0,89.65463256835938,0.0,89.65463256835938,89.64484176994432,89.64484176994432,0.0,23678100
2025-04-11,0.0,89.6938247680664,0.0,89.6938247680664,89.67423569590638,89.68403396893262,0.0,34807600
2025-04-14,0.0,89.6938247680664,0.0,89.6938247680664,89.68403396893262,89.6938247680664,0.0,18027100
2025-04-15,0.0,89.71341705322266,0.0,89.71341705322266,89.69382050810088,89.70361878066177,0.0,10082100
2025-04-16,0.0,89.72321319580078,0.0,89.72321319580078,89.71342239654886,89.71342239654886,0.0,12016200
2025-04-17,0.0,89.76239776611328,0.0,89.77219603914332,89.75260696697572,89.76239776611328,0.0,8243800
2025-04-21,0.0,89.77217864990234,0.0,89.77217864990234,89.76238037877027,89.76238037877027,0.0,10032200
2025-04-22,0.0,89.77217864990234,0.0,89.78197692103441,89.77217864990234,89.77217864990234,0.0,9201200
2025-04-23,0.0,89.79178619384766,0.0,89.79178619384766,89.78198792151507,89.79178619384766,0.0,8478500
2025-04-24,0.0,89.79178619384766,0.0,89.80157699228832,89.79178619384766,89.79178619384766,0.0,20381700
2025-04-25,0.0,89.83096313476562,0.0,89.83096313476562,89.82117233645583,89.82117233645583,0.0,11894100
2025-04-28,0.0,89.84076690673828,0.0,89.84076690673828,89.83096863393682,89.83096863393682,0.0,9934400
2025-04-29,0.0,89.84076690673828,0.0,89.85056517953974,89.84076690673828,89.84076690673828,0.0,19478900
2025-04-30,0.0,89.8505630493164,0.0,89.86036132188556,89.8505630493164,89.8505630493164,0.0,17498400
2025-05-01,0.0,89.87218475341797,0.312,89.87218475341797,89.86235303699848,89.87218475341797,0.0,15747600
2025-05-02,0.0,89.90167999267578,0.0,89.90167999267578,89.89184827542631,89.89184827542631,0.0,14267400
2025-05-05,0.0,89.90167999267578,0.0,89.91151170992524,89.90167999267578,89.91151170992524,0.0,26580800
2025-05-06,0.0,89.92133331298828,0.0,89.92133331298828,89.91150159684467,89.91150159684467,0.0,8429300
2025-05-07,0.0,89.92133331298828,0.0,89.9311575297298,89.92133331298828,89.92133331298828,0.0,6212900
2025-05-08,0.0,89.94098663330078,0.0,89.94098663330078,89.93115491744275,89.93115491744275,0.0,9354600
2025-05-09,0.0,89.97047424316406,0.0,89.97047424316406,89.96064252731023,89.97047424316406,0.0,9062400
2025-05-12,0.0,89.97047424316406,0.0,89.9803059590179,89.97047424316406,89.97047424316406,0.0,14492000
2025-05-13,0.0,89.99014282226562,0.0,89.99014282226562,89.98031110584941,89.99014282226562,0.0,23455700
2025-05-14,0.0,89.99014282226562,0.0,89.99996703927953,89.99014282226562,89.99014282226562,0.0,9141900
2025-05-15,0.0,89.9999771118164,0.0,90.00980882933295,89.9999771118164,90.00980882933295,0.0,6657100
2025-05-16,0.0,90.0392837524414,0.0,90.0392837524414,90.0294520363149,90.0392837524414,0.0,8756000
2025-05-19,0.0,90.0392837524414,0.0,90.0491154685679,90.0392837524414,90.0392837524414,0.0,7618200
2025-05-20,0.0,90.05895233154297,0.0,90.05895233154297,90.04912061485459,90.04912061485459,0.0,7925400
2025-05-21,0.0,90.06877136230469,0.0,90.07860307842692,90.06877136230469,90.06877136230469,0.0,12007400
2025-05-22,0.0,90.08843994140625,0.0,90.08843994140625,90.07860822472232,90.07860822472232,0.0,7876500
2025-05-23,0.0,90.12775421142578,0.0,90.12775421142578,90.11792249529789,90.11792249529789,0.0,14805900
2025-05-27,0.0,90.12775421142578,0.0,90.13757842815158,90.12775421142578,90.12775421142578,0.0,8996500
2025-05-28,0.0,90.13758850097656,0.0,90.14742021820314,90.13758850097656,90.13758850097656,0.0,9887600
2025-05-29,0.0,90.14741516113281,0.0,90.15724687780785,90.14741516113281,90.14741516113281,0.0,7477700
2025-05-30,0.0,90.1769027709961,0.0,90.18673448766668,90.1769027709961,90.1769027709961,0.0,19202100
2025-06-02,0.0,90.19268798828125,0.316,90.20254616208464,90.19268798828125,90.20254616208464,0.0,17013900
2025-06-03,0.0,90.21240997314453,0.0,90.21240997314453,90.20254427422411,90.20254427422411,0.0,8454700
2025-06-04,0.0,90.21240997314453,0.0,90.22227567206497,90.21240997314453,90.21240997314453,0.0,14872200
2025-06-05,0.0,90.2222671508789,0.0,90.23213284886756,90.2222671508789,90.2222671508789,0.0,7780200
2025-06-06,0.0,90.25186920166016,0.0,90.26173490101326,90.25186920166016,90.25186920166016,0.0,7582100
2025-06-09,0.0,90.2715835571289,0.0,90.2715835571289,90.2617253841389,90.2617253841389,0.0,8128000
2025-06-10,0.0,90.28145599365234,0.0,90.28145599365234,90.2715902946031,90.2715902946031,0.0,9514600
2025-06-11,0.0,90.28145599365234,0.0,90.29132169270159,90.28145599365234,90.28145599365234,0.0,7435700
2025-06-12,0.0,90.29132080078125,0.0,90.30118649973302,90.29132080078125,90.29132080078125,0.0,5315900
2025-06-13,0.0,90.33077239990234,0.0,90.33077239990234,90.32090670135153,90.33077239990234,0.0,6221300
2025-06-16,0.0,90.33077239990234,0.0,90.34063057313007,90.33077239990234,90.34063057313007,0.0,8456900
2025-06-17,0.0,90.35050201416016,0.0,90.35050201416016,90.3406363149823,90.3406363149823,0.0,5518300
2025-06-18,0.0,90.37023162841797,0.0,90.37023162841797,90.36036592943489,90.36036592943489,0.0,5063800
2025-06-20,0.0,90.38994598388672,0.0,90.39981168183104,90.38994598388672,90.39981168183104,0.0,6516900
2025-06-23,0.0,90.40968322753906,0.0,90.40968322753906,90.39981752895662,90.39981752895662,0.0,6474200
2025-06-24,0.0,90.40968322753906,0.0,90.4195414007984,90.40968322753906,90.40968322753906,0.0,16266600
2025-06-25,0.0,90.41954040527344,0.0,90.42940610374725,90.41954040527344,90.42940610374725,0.0,7119500
2025-06-26,0.0,90.42941284179688,0.0,90.4392785410058,90.42941284179688,90.42941284179688,0.0,7976100
2025-06-27,0.0,90.46886444091797,0.0,90.47873013972641,90.46886444091797,90.46886444091797,0.0,6878900
2025-06-30,0.0,90.47872924804688,0.0,90.4885874214349,90.47872924804688,90.4885874214349,0.0,16763400
2025-07-01,0.0,90.49456787109375,0.306,90.49456787109375,90.48466915092973,90.49456787109375,0.0,18374200
2025-07-02,0.0,90.50446319580078,0.0,90.50446319580078,90.49457202569386,90.50446319580078,0.0,6569200
2025-07-03,0.0,90.55394744873047,0.0,90.5638461691522,90.54404872830872,90.54404872830872,0.0,4860800
2025-07-07,0.0,90.5638427734375,0.0,90.5638427734375,90.55394405338691,90.55394405338691,0.0,11518400
2025-07-08,0.0,90.5638427734375,0.0,90.57373394297699,90.5638427734375,90.5638427734375,0.0,10532400
2025-07-09,0.0,90.57373046875,0.0,90.58362918842089,90.57373046875,90.57373046875,0.0,10322900
2025-07-10,0.0,90.5935287475586,0.0,90.5935287475586,90.58363002779598,90.58363002779598,0.0,9514400
2025-07-11,0.0,90.61331939697266,0.0,90.62321811681834,90.61331939697266,90.61331939697266,0.0,5713900
2025-07-14,0.0,90.62322235107422,0.0,90.63312107138239,90.62322235107422,90.63312107138239,0.0,6587100
2025-07-15,0.0,90.63311767578125,0.0,90.64300884520756,90.63311767578125,90.63311767578125,0.0,6166500
2025-07-16,0.0,90.65290832519531,0.0,90.65290832519531,90.643009605175,90.643009605175,0.0,6745200
2025-07-17,0.0,90.65290832519531,0.0,90.66280704521563,90.65290832519531,90.66280704521563,0.0,6559900
2025-07-18,0.0,90.69248962402344,0.0,90.70238834338552,90.68259090466135,90.68259090466135,0.0,6681400
2025-07-21,0.0,90.71228790283203,0.0,90.71228790283203,90.70238918337827,90.71228790283203,0.0,6678700
2025-07-22,0.0,90.72218322753906,0.0,90.72218322753906,90.71229205814286,90.72218322753906,0.0,4792100
2025-07-23,0.0,90.73208618164062,0.0,90.73208618164062,90.72218746127149,90.72218746127149,0.0,6437300
2025-07-24,0.0,90.73208618164062,0.0,90.74198490200976,90.73208618164062,90.73208618164062,0.0,4807700
2025-07-25,0.0,90.76176452636719,0.0,90.77166324561671,90.76176452636719,90.76176452636719,0.0,5153900
2025-07-28,0.0,90.77166748046875,0.0,90.78156620018008,90.77166748046875,90.78156620018008,0.0,6305300
2025-07-29,0.0,90.78157043457031,0.0,90.79146160423215,90.78157043457031,90.78157043457031,0.0,7664300
2025-07-30,0.0,90.79145812988281,0.0,90.80135684967705,90.79145812988281,90.79145812988281,0.0,6895100
2025-07-31,0.0,90.80136108398438,0.0,90.81125980424022,90.80136108398438,90.80136108398438,0.0,11795100
2025-08-01,0.0,90.840087890625,0.319,90.840087890625,90.83015463467065,90.840087890625,0.0,20144800
2025-08-04,0.0,90.85002136230469,0.0,90.85002136230469,90.84008810632676,90.85002136230469,0.0,20328000
2025-08-05,0.0,90.85002136230469,0.0,90.85994704142833,90.85002136230469,90.85994704142833,0.0,8588400
2025-08-06,0.0,90.87982177734375,0.0,90.87982177734375,90.85995526359011,90.86988852046693,0.0,7208800
2025-08-07,0.0,90.87982177734375,0.0,90.88974745736559,90.87982177734375,90.87982177734375,0.0,7157900
2025-08-08,0.0,90.90960693359375,0.0,90.91954018970162,90.90960693359375,90.91954018970162,0.0,6243500
2025-08-11,0.0,90.91954040527344,0.0,90.92946608455046,90.91954040527344,90.91954040527344,0.0,8361400
2025-08-12,0.0,90.92947387695312,0.0,90.9394071339358,90.92947387695312,90.92947387695312,0.0,6571900
2025-08-13,0.0,90.93939971923828,0.0,90.94933297541104,90.93939971923828,90.93939971923828,0.0,6791500
2025-08-14,0.0,90.9493408203125,0.0,90.95926650048698,90.9493408203125,90.95926650048698,0.0,6475800
2025-08-15,0.0,90.98905944824219,0.0,90.98905944824219,90.97912619195752,90.98905944824219,0.0,5354600
2025-08-18,0.0,90.98905944824219,0.0,90.99898512767233,90.98905944824219,90.98905944824219,0.0,15606200
2025-08-19,0.0,91.00891876220703,0.0,91.00891876220703,90.99898550588108,91.00891876220703,0.0,11862700
2025-08-20,0.0,91.0287857055664,0.0,91.0287857055664,91.01885244919346,91.01885244919346,0.0,6916000
2025-08-21,0.0,91.0287857055664,0.0,91.03871138508477,91.0287857055664,91.0287857055664,0.0,4656000
2025-08-22,0.0,91.05857849121094,0.0,91.06850417079397,91.05857849121094,91.06850417079397,0.0,7468100
2025-08-25,0.0,91.0685043334961,0.0,91.07843758995152,91.0685043334961,91.0685043334961,0.0,7319800
2025-08-26,0.0,91.07843780517578,0.0,91.08837106165468,91.07843780517578,91.08837106165468,0.0,8729600
2025-08-27,0.0,91.08837127685547,0.0,91.09830453335783,91.08837127685547,91.08837127685547,0.0,4919400
2025-08-28,0.0,91.09830474853516,0.0,91.10823042820627,91.09830474853516,91.09830474853516,0.0,5490300
2025-08-29,0.0,91.13802337646484,0.0,91.14795663307302,91.13802337646484,91.13802337646484,0.0,11546500
2025-09-02,0.0,91.15995025634766,0.322,91.15995025634766,91.14998202382269,91.15995025634766,0.0,13477100
2025-09-03,0.0,91.16991424560547,0.0,91.16991424560547,91.15994601354446,91.16991424560547,0.0,7040700
2025-09-04,0.0,91.18984985351562,0.0,91.18984985351562,91.16992099145224,91.17988162071704,0.0,9180600
2025-09-05,0.0,91.21974182128906,0.0,91.21974182128906,91.20977358905074,91.20977358905074,0.0,10223000
2025-09-08,0.0,91.2297134399414,0.0,91.23968167254974,91.2297134399414,91.2297134399414,0.0,9201200
2025-09-09,0.0,91.23967742919922,0.0,91.23967742919922,91.22970919705448,91.23967742919922,0.0,8740800
2025-09-10,0.0,91.24964141845703,0.0,91.24964141845703,91.23968078947875,91.23968078947875,0.0,9027200
2025-09-11,0.0,91.25960540771484,0.0,91.25960540771484,91.24963717566648,91.25960540771484,0.0,9714300
2025-09-12,0.0,91.28950500488281,0.0,91.28950500488281,91.27953677256097,91.27953677256097,0.0,7154200
2025-09-15,0.0,91.29947662353516,0.0,91.29947662353516,91.28950839084358,91.28950839084358,0.0,8876200
2025-09-16,0.0,91.30944061279297,0.0,91.31940124148794,91.30944061279297,91.30944061279297,0.0,7036400
2025-09-17,0.0,91.31940460205078,0.0,91.32937283464594,91.31940460205078,91.31940460205078,0.0,5395900
2025-09-18,0.0,91.3293685913086,0.0,91.3393368234406,91.3293685913086,91.3393368234406,0.0,6032900
2025-09-19,0.0,91.3692398071289,0.0,91.3692398071289,91.35927157435422,91.3692398071289,0.0,6689800
2025-09-22,0.0,91.37920379638672,0.0,91.37920379638672,91.36923556407494,91.36923556407494,0.0,6255200
2025-09-23,0.0,91.37920379638672,0.0,91.38916442516508,91.37920379638672,91.37920379638672,0.0,7854700
2025-09-24,0.0,91.39913177490234,0.0,91.39913177490234,91.38916354268683,91.38916354268683,0.0,6711500
2025-09-25,0.0,91.39913177490234,0.0,91.40910000711787,91.39913177490234,91.39913177490234,0.0,11455100
2025-09-26,0.0,91.42903137207031,0.0,91.42903137207031,91.41907074311534,91.42903137207031,0.0,7888800
2025-09-29,0.0,91.43899536132812,0.0,91.43899536132812,91.42902712930217,91.42902712930217,0.0,6928500
2025-09-30,0.0,91.43899536132812,0.0,91.44896359335408,91.43899536132812,91.43899536132812,0.0,14165800
2025-10-01,0.0,91.45999908447266,0.311,91.45999908447266,91.44999694824219,91.45999908447266,0.0,15501400
2025-10-02,0.0,91.47000122070312,0.0,91.47000122070312,91.45999908447266,91.47000122070312,0.0,7225200
2025-10-03,0.0,91.48999786376953,0.0,91.5,91.48999786376953,91.5,0.0,6177600
2025-10-06,0.0,91.51000213623047,0.0,91.51000213623047,91.5,91.51000213623047,0.0,7041200
2025-10-07,0.0,91.51000213623047,0.0,91.5199966430664,91.51000213623047,91.51000213623047,0.0,7071900
2025-10-08,0.0,91.52999877929688,0.0,91.52999877929688,91.5199966430664,91.52999877929688,0.0,7236300
2025-10-09,0.0,91.52999877929688,0.0,91.54000091552734,91.52999877929688,91.52999877929688,0.0,9389800
2025-10-10,0.0,91.56999969482422,0.0,91.56999969482422,91.55999755859375,91.55999755859375,0.0,14648000
2025-10-13,0.0,91.58000183105469,0.0,91.58000183105469,91.55999755859375,91.56999969482422,0.0,13286000
2025-10-14,0.0,91.58000183105469,0.0,91.58999633789062,91.58000183105469,91.58999633789062,0.0,8281800
2025-10-15,0.0,91.58999633789062,0.0,91.5999984741211,91.58999633789062,91.5999984741211,0.0,11747900
2025-10-16,0.0,91.5999984741211,0.0,91.5999984741211,91.58999633789062,91.5999984741211,0.0,7811800
2025-10-17,0.0,91.62000274658203,0.0,91.62999725341797,91.62000274658203,91.62999725341797,0.0,10183500
2025-10-20,0.0,91.63999938964844,0.0,91.63999938964844,91.62999725341797,91.63999938964844,0.0,8215400
2025-10-21,0.0,91.63999938964844,0.0,91.6500015258789,91.63999938964844,91.6500015258789,0.0,6989600
2025-10-22,0.0,91.66000366210938,0.0,91.66000366210938,91.6500015258789,91.66000366210938,0.0,13191400
2025-10-23,0.0,91.66999816894531,0.0,91.66999816894531,91.66000366210938,91.66000366210938,0.0,7399500
2025-10-24,0.0,91.69999694824219,0.0,91.69999694824219,91.69000244140625,91.69999694824219,0.0,8743100
2025-10-27,0.0,91.69999694824219,0.0,91.70999908447266,91.69999694824219,91.69999694824219,0.0,11472400
2025-10-28,0.0,91.70999908447266,0.0,91.72000122070312,91.70999908447266,91.72000122070312,0.0,13039400
2025-10-29,0.0,91.73999786376953,0.0,91.73999786376953,91.72000122070312,91.72000122070312,0.0,13416300
2025-10-30,0.0,91.73999786376953,0.0,91.75,91.73999786376953,91.73999786376953,0.0,7897200
